,_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,tier,date_delay
230,231,St Kilda,Galleon Cafe,9 Carlisle Street,VIC,3182,2021-05-23,23/05/2021,1:08pm - 2:01pm,Case attended venue,2021-05-30,30/05/2021,19:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:08:00,14:01:00,2,7
231,232,Brighton,Brighton Beach Hotel,4 The Esplanade,VIC,3186,2021-05-23,23/05/2021,3:09pm - 4:52pm,Case attended venue,2021-05-30,30/05/2021,19:27:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:09:00,16:52:00,1,7
232,233,Footscray,Thai Huy Butcher,"Shop 144, 18 Irving Street

",VIC,3011,2021-05-27,27/05/2021,1:40pm - 2:30pm,Case attended venue,2021-05-30,30/05/2021,19:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:40:00,14:30:00,1,3
233,234,Public Transport,PTV Bus Number 412,Paisley Street/Footscray to Millers Road/Geelong,VIC,,2021-05-26,27/05/2021,2:30pm - 2:44pm,Case travelled on public transport,2021-05-30,30/05/2021,19:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,05:37:00,14:44:00,1,4
234,235,Public Transport,PTV Bus Number 412,Central Square Shopping Centre/Merton Stop to Footscray Station,VIC,,2021-05-27,26/05/2021,5:37am - 6:25am,"Case travelled on public transport from Footscray Station to Emu Road/Hampstead Road, Maidstone",2021-05-30,30/05/2021,19:27:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:34:00,06:25:00,1,3
235,236,Public Transport,PTV Bus Number 406,Emu Road/Smith Street to Footscray Station,VIC,,2021-05-26,26/05/2021,1:27pm - 1:44pm,Case travelled on public transport from Emu Road/Smith Street to Footscray Station,2021-05-30,30/05/2021,19:27:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:27:00,13:44:00,1,4
236,237,Point Cook,Target - Stockland Point Cook Shopping Centre,Murnong Street,VIC,3030,2021-05-26,26/05/2021,3:30pm - 5:30pm,Case attended venue,2021-05-30,30/05/2021,19:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:30:00,17:30:00,1,4
237,238,South Melbourne,Woolworths South Melbourne,113 Cecil Street,VIC,3205,2021-05-22,22/05/2021,1:20pm - 1:57pm,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:20:00,13:57:00,2,8
238,239,South Melbourne,Woolworths South Melbourne,113 Cecil Street,VIC,3205,2021-05-23,23/05/2021,7:00pm - 8:15pm,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:00:00,20:15:00,2,7
239,240,Cranbourne West,Woolworths Cranbourne West,Cnr Hall and Evans Roads,VIC,3977,2021-05-22,22/05/2021,2:25pm - 3:15pm,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:25:00,15:15:00,2,8
240,241,Cranbourne ,7-Eleven Cranbourne Amstel,1/1016s Cranbourne-Frankston Rd,VIC,3977,2021-05-22,22/05/2021,2:20pm - 2:55pm,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:20:00,14:55:00,2,8
241,242,Cranbourne,Factorie,"Shop SP104 Cranbourne Park Shopping Centre, High St",VIC,3977,2021-05-23,23/05/2021,11:00am - 11:45am,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:00:00,11:45:00,2,7
242,243,Footscray,Inday Fillipino Store,121/81 Hopkins St (Footscray Market),VIC,3011,2021-05-26,26/05/2021,1:50pm - 2:40pm,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:50:00,14:40:00,1,4
243,244,Melbourne,The Lott (St Kilda Road News),509 St Kilda Road,VIC,3004,2021-05-24,24/05/2021,8:03am - 8:35am,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:03:00,08:35:00,2,6
244,245,Cranbourne,Oporto Cranbourne Chicken,1016 Cranbourne-Frankston Rd,VIC,3977,2021-05-23,23/05/2021,2:50pm - 3:25pm,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:50:00,15:25:00,2,7
245,246,Richmond,My Homes and Gifts,182-186 Victoria St,VIC,3121,2021-05-22,22/05/2021,1:00pm - 3:40pm,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:00:00,15:40:00,2,8
246,247,Elwood,Turtle Cafe Elwood,34 Glen Huntly Rd,VIC,3184,2021-05-24,24/05/2021,7:42am - 8:20am,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:42:00,08:20:00,2,6
247,248,Port Melbourne,Coles Port Melbourne,Corner Bay and Liardet St,VIC,3207,2021-05-24,24/05/2021,3:10pm - 3:45pm,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:10:00,15:45:00,2,6
248,249,Keilor Downs,German Shepherd Dog Club of Victoria Western Branch,"Green Gully Reserve, McCrae Boulevard",VIC,3038,2021-05-23,23/05/2021,9:15am - 11:20am,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:15:00,11:20:00,2,7
249,250,Noble Park,New Lanka Restaurant,262 Railway Parade,VIC,3175,2021-05-22,22/05/2021,10:05am - 10:45am,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:05:00,10:45:00,2,8
250,251,Yarraville,Prestige Fruit and Vegetables,27 Anderson St,VIC,3013,2021-05-24,24/05/2021,6:15am - 7:00am,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:15:00,07:00:00,2,6
251,252,South Melbourne,Zoumi Cafe,70 Albert Rd,VIC,3205,2021-05-22,22/05/2021,10:35am - 11:05am,Case attended venue,2021-05-30,30/05/2021,20:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:35:00,11:05:00,2,8
252,253,Mount Dandenong,SkyHigh Mount Dandenong and SkyHigh Cafe,26 Observatory Road,VIC,3767,2021-05-15,15/05/2021,6:00pm - 7:50pm,Case attended venue,2021-05-30,30/05/2021,21:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:00:00,19:50:00,2,15
253,254,Epping,Gloria Jean's Coffees Epping Plaza,583 High Street,VIC,3076,2021-05-15,15/05/2021,1:50pm - 3:00pm,Case attended venue,2021-05-30,30/05/2021,21:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:50:00,15:00:00,2,15
254,255,Epping,Blue Sapphire Coin Laundry Epping,2A Jovic Road,VIC,3076,2021-05-22,22/05/2021,10:45pm - 11:59pm,Case attended venue,2021-05-30,30/05/2021,21:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",22:45:00,23:59:00,2,8
255,256,Epping,Blue Sapphire Coin Laundry Epping,2A Jovic Road,VIC,3076,2021-05-23,23/05/2021,12:00am - 12:30am,Case attended venue,2021-05-30,30/05/2021,21:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,00:30:00,2,7
256,257,Epping,Soprano's Pizza,746 High Street,VIC,3076,2021-05-20,20/05/2021,5:50pm - 6:45pm,Case attended venue,2021-05-30,30/05/2021,21:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:50:00,18:45:00,2,10
257,258,Lalor,The Cake Box,314 Station Street,VIC,3075,2021-05-18,18/05/2021,3:30pm - 4:10pm,Case attended venue,2021-05-30,30/05/2021,21:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,16:10:00,2,12
258,259,Chadstone,Zimmerman Chadstone,1341 Dandenong Road,VIC,3145,2021-05-26,26/05/2021,12:50pm - 1:30pm,Case attended venue,2021-05-30,30/05/2021,21:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:50:00,13:30:00,2,4
259,260,Malvern East (Chadstone),Breadtop Chadstone,"Shop F010, 1341 Dandenong Road",VIC,3145,2021-05-26,26/05/2021,1:03pm - 1:37pm,Case attended venue,2021-05-30,30/05/2021,21:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:03:00,13:37:00,2,4
260,261,Public Transport,PTV Bus Number 406,Footscray Station to Emu Road/Hampstead Road (Maidstone),VIC,,2021-05-26,26/05/2021,6:34am - 6:50am,"Case travelled on public transport from Footscray Station to Emu Road/Hampstead Road, Maidstone",2021-05-30,30/05/2021,19:27:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:34:00,06:50:00,1,4
261,262,Malvern East (Chadstone),QBD Books Chadstone,"Shop B099, 1341 Dandenong Road",VIC,3145,2021-05-26,26/05/2021,1:07pm - 1:43pm,Case attended venue,2021-05-30,30/05/2021,22:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:07:00,13:43:00,2,4
262,263,Reservoir,Healthy India ,276 Broadway,VIC,3073,2021-05-24,24/05/2021,8:00am - 6:00pm,Case worked at venue,2021-05-30,30/05/2021,22:10:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:00:00,18:00:00,1,6
263,264,Reservoir,Healthy India ,276 Broadway,VIC,3073,2021-05-25,25/05/2021,10:00am - 9:30pm,Case worked at venue,2021-05-30,30/05/2021,22:10:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,21:30:00,1,5
264,265,Reservoir,Healthy India ,276 Broadway,VIC,3073,2021-05-26,26/05/2021,10:00am - 9:30pm,Case worked at venue,2021-05-30,30/05/2021,22:10:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,21:30:00,1,4
265,266,Reservoir,Akkar Pastry,274 Broadway,VIC,3073,2021-05-26,26/05/2021,9:50am - 10:25am,Case attended venue,2021-05-30,30/05/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:50:00,10:25:00,2,4
266,267,Reservoir,My Chemist Broadway,270 Broadway,VIC,3073,2021-05-25,25/05/2021,4:45pm - 5:25pm,Case attended venue,2021-05-30,30/05/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:45:00,17:25:00,2,5
267,268,Epping,Coles Epping Aurora Village,315A Harvest Home Rd,VIC,3076,2021-05-25,25/05/2021,10:05pm - 10:45pm,Case attended venue,2021-05-30,30/05/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",22:05:00,22:45:00,2,5
268,269,Epping,Liquorland Aurora Village,315A Harvest Home Rd,VIC,3076,2021-05-24,24/05/2021,5:25pm - 6:05pm,Case attended venue,2021-05-30,30/05/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:25:00,18:05:00,2,6
269,297,Reservoir,Melbourne Kebab Station Reservoir,766A Plenty Road,VIC,3073,2021-05-11,11/05/2021,2:00pm - 2:30pm,Case attended venue,2021-05-31,31/05/2021,,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",14:00:00,14:30:00,3,20
270,270,Mill Park,Coles Westfield Plenty Valley,Civic Drive (415 McDonalds Rd),VIC,3082,2021-05-23,23/05/2021,9:00am - 9:35am,Case attended venue,2021-05-30,30/05/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:00:00,09:35:00,2,7
271,271,Mill Park,Little Sparrow Westfield Plenty Valley,415 McDonalds Rd,VIC,3082,2021-05-23,23/05/2021,8:50am - 9:25am,Case attended venue,2021-05-30,30/05/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:50:00,09:25:00,2,7
272,272,Public Transport,PTV Bus Number 412,Central Square Shopping Centre/Merton Stop to Footscray Station,VIC,,2021-05-26,26/05/2021,5:37am - 6:25am,Case travelled on public transport from Central Square Shopping Centre Merton Stop to Footscray Station,2021-05-31,31/05/2021,09:22:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,05:37:00,06:25:00,1,5
273,273,Point Cook,Stockland Point Cook Shopping Centre,5 Main Street & Murnong Street,VIC,3030,2021-05-26,26/05/2021,3:30pm - 5:30pm,Case attended venue,2021-05-31,31/05/2021,09:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,17:30:00,2,5
274,274,Public Transport,PTV Bus Number 406 ,"Footscray Station to Emu Road/Hampstead Road, Maidstone",VIC,,2021-05-27,27/05/2021,6:35am - 7:20am,"Case travelled on public transport from Footscray Station to Emu Road/Hampstead Road, Maidstone",2021-05-31,31/05/2021,10:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:35:00,07:20:00,1,4
275,275,Public Transport,PTV Bus Number 406 ,"Emu Road/Hampstead Road, Maidstone to Footscray Station",VIC,,2021-05-27,27/05/2021,1:27pm - 2:15pm,"Case travelled on public transport from Emu Road/Hampstead Road, Maidstone to Footscray Station",2021-05-31,31/05/2021,10:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:27:00,14:15:00,1,4
276,295,Epping,APCO Service Station Epping,828-834 High Street,VIC,3076,2021-05-26,26/05/2021,3:30pm - 4:15pm,Case attended venue,2021-05-31,31/05/2021,,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,16:15:00,2,5
277,276,Public Transport,PTV Bus Number 412 ,"Footscray Station, Paisley Street to Central Square Shopping Centre stop",VIC,,2021-05-27,27/05/2021,2:39pm - 3:52pm,Case travelled on scheduled 14:30 Service,2021-05-31,31/05/2021,10:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:39:00,15:52:00,1,4
278,277,South Yarra,Giant Bike Shop,Unit 1/316-320 Toorak Road,VIC,3141,2021-05-22,22/05/2021,3:21pm - 4:30pm,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:21:00,16:30:00,2,9
279,278,Cranbourne,Connor Cranbourne Park Shopping Centre,132 High Street,VIC,3977,2021-05-23,23/05/2021,10:50am - 11:30am,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:50:00,11:30:00,2,8
280,279,Glen Iris,Bakers Delight Tooronga Village,Corner Tooronga Road and Toorka Road,VIC,3146,2021-05-23,23/05/2021,4:10pm - 5:00pm,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:10:00,17:00:00,2,8
281,280,Parkdale,Adairs Parkdale Plaza,Unit 6/383 Nepean Highway,VIC,3195,2021-05-25,25/05/2021,1:00pm - 2:10pm,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:00:00,14:10:00,2,6
282,281,South Melbourne,Australia Post South Melbourne,100 Market Street,VIC,3205,2021-05-21,21/05/2021,5:55pm - 6:40pm,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:55:00,18:40:00,2,10
283,282,Chelsea Heights,Subway Chelsea Heights,1-3 Piper Drive,VIC,3196,2021-05-25,25/05/2021,11:30am - 12:15pm,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:30:00,12:15:00,1,6
284,283,Maidstone,Arcare Maidstone Aged Care Facility (Magnolia Unit),31 Hampstead Road,VIC,3012,2021-05-26,26/05/2021,7:00am - 1:30pm,"Any staff member, contractor or visitor in/to the facility and attended unit 2 (Upstairs, Magnolia Unit)",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,07:00:00,13:30:00,1,5
285,284,Maidstone,Arcare Maidstone Aged Care Facility (Magnolia Unit),31 Hampstead Road,VIC,3012,2021-05-27,27/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility and attended unit 2 (Upstairs, Magnolia Unit)",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,4
286,285,Maidstone,Arcare Maidstone Aged Care Facility (Magnolia Unit),31 Hampstead Road,VIC,3012,2021-05-28,28/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility and attended unit 2 (Upstairs Magnolia Unit) any time until lockdown occurred",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,3
287,286,Maidstone,Arcare Maidstone Aged Care Facility (Magnolia Unit),31 Hampstead Road,VIC,3012,2021-05-29,29/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility and attended unit 2 (Upstairs Magnolia Unit) any time until lockdown occurred",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,2
288,287,Maidstone,Arcare Maidstone Aged Care Facility (Communal Facilities),31 Hampstead Road,VIC,3012,2021-05-26,26/05/2021,7:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility who shared staff communal facilities (e.g. tea room or office space) with a confirmed case",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,07:00:00,23:59:00,1,5
289,288,Maidstone,Arcare Maidstone Aged Care Facility ,31 Hampstead Road,VIC,3012,2021-05-26,26/05/2021,12:00am - 11:59pm,Any resident who has attended or was at Arcare Maidstone in any other part of the facility from 26/05/2021 to PRESENT,2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,5
290,289,Maidstone,Arcare Maidstone Aged Care Facility ,31 Hampstead Road,VIC,3012,2021-05-26,26/05/2021,7:00am - 11:59pm,Any other attendence at Arcare Maidstone since 07:00 am from 26/05/2021 until lockdown on 29/05/2021 inclusive,2021-05-31,31/05/2021,12:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:00:00,23:59:00,2,5
291,290,Maidstone,Arcare Maidstone Aged Care Facility (Communial Facilities),31 Hampstead Road,VIC,3012,2021-05-27,27/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility who shared staff communal facilities (e.g. tea room or office space) with a confirmed case",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,4
292,291,Maidstone,Arcare Maidstone Aged Care Facility (Communal Facilities),31 Hampstead Road,VIC,3012,2021-05-28,28/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility who shared staff communal facilities (e.g. tea room or office space) with a confirmed case",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,3
293,292,Maidstone,Arcare Maidstone Aged Care Facility (Communal Facilities),31 Hampstead Road,VIC,3012,2021-05-29,29/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility who shared staff communal facilities (e.g. tea room or office space) with a confirmed case",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,2
294,293,Thomastown,BP Petrol Station,72 Keon Parade,VIC,3074,2021-05-28,28/05/2021,2:40pm - 3:30pm,Case attended venue,2021-05-31,31/05/2021,12:00:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",14:40:00,15:30:00,3,3
295,294,Campbellfield,Shaan A Punjab Haveli,10/1805 Sydney Road,VIC,3061,2021-05-12,12/05/2021,3:45pm - 4:20pm,Case attended venue,2021-05-31,31/05/2021,,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",15:45:00,16:20:00,3,19
296,296,Reservoir,Metro Petroleum Reservoir,139/145 Spring Street,VIC,3073,2021-05-11,11/05/2021,1:50pm - 2:30pm,Case attended venue,2021-05-31,31/05/2021,,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",13:50:00,14:30:00,3,20
297,298,Doncaster East,United Service Station Doncaster East,183-185 Reynolds Road,VIC,3109,2021-05-15,15/05/2021,4:50pm - 5:30pm,Case attended venue,2021-05-31,31/05/2021,,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",16:50:00,17:30:00,3,16
